in s,C1 in V
-9.4000E-09,3.28320E-03
-9.3000E-09,3.28320E-03
-9.2000E-09,3.77148E-03
-9.1000E-09,4.74805E-03
-9.0000E-09,5.23633E-03
-8.9000E-09,5.72461E-03
-8.8000E-09,5.23633E-03
-8.7000E-09,4.74805E-03
-8.6000E-09,4.25977E-03
-8.5000E-09,3.77148E-03
-8.4000E-09,3.28320E-03
-8.3000E-09,3.77148E-03
-8.2000E-09,4.25977E-03
-8.1000E-09,4.74805E-03
-8.0000E-09,5.23633E-03
-7.9000E-09,5.72461E-03
-7.8000E-09,5.72461E-03
-7.7000E-09,5.72461E-03
-7.6000E-09,5.72461E-03
-7.5000E-09,5.72461E-03
-7.4000E-09,6.21289E-03
-7.3000E-09,6.21289E-03
-7.2000E-09,6.70117E-03
-7.1000E-09,7.18945E-03
-7.0000E-09,7.18945E-03
-6.9000E-09,6.70117E-03
-6.8000E-09,6.21289E-03
-6.7000E-09,5.72461E-03
-6.6000E-09,5.23633E-03
-6.5000E-09,5.72461E-03
-6.4000E-09,6.21289E-03
-6.3000E-09,7.18945E-03
-6.2000E-09,8.16602E-03
-6.1000E-09,8.65430E-03
-6.0000E-09,9.14258E-03
-5.9000E-09,8.65430E-03
-5.8000E-09,8.16602E-03
-5.7000E-09,7.67773E-03
-5.6000E-09,7.67773E-03
-5.5000E-09,8.16602E-03
-5.4000E-09,9.14258E-03
-5.3000E-09,1.06074E-02
-5.2000E-09,1.15840E-02
-5.1000E-09,1.20723E-02
-5.0000E-09,1.20723E-02
-4.9000E-09,1.20723E-02
-4.8000E-09,1.15840E-02
-4.7000E-09,1.20723E-02
-4.6000E-09,1.30488E-02
-4.5000E-09,1.45137E-02
-4.4000E-09,1.59785E-02
-4.3000E-09,1.79316E-02
-4.2000E-09,1.93965E-02
-4.1000E-09,1.98848E-02
-4.0000E-09,2.08613E-02
-3.9000E-09,2.13496E-02
-3.8000E-09,2.23262E-02
-3.7000E-09,2.33027E-02
-3.6000E-09,2.52559E-02
-3.5000E-09,2.72090E-02
-3.4000E-09,2.91621E-02
-3.3000E-09,3.06270E-02
-3.2000E-09,3.20918E-02
-3.1000E-09,3.35566E-02
-3.0000E-09,3.45332E-02
-2.9000E-09,3.59980E-02
-2.8000E-09,3.74629E-02
-2.7000E-09,3.94160E-02
-2.6000E-09,4.13691E-02
-2.5000E-09,4.33223E-02
-2.4000E-09,4.57637E-02
-2.3000E-09,4.77168E-02
-2.2000E-09,4.96699E-02
-2.1000E-09,5.16230E-02
-2.0000E-09,5.35762E-02
-1.9000E-09,5.50410E-02
-1.8000E-09,5.65059E-02
-1.7000E-09,5.84590E-02
-1.6000E-09,5.99238E-02
-1.5000E-09,6.18770E-02
-1.4000E-09,6.38301E-02
-1.3000E-09,6.62715E-02
-1.2000E-09,6.82246E-02
-1.1000E-09,7.06660E-02
-1.0000E-09,7.31074E-02
-9.0000E-10,7.50605E-02
-8.0000E-10,7.70137E-02
-7.0000E-10,7.84785E-02
-6.0000E-10,7.99434E-02
-5.0000E-10,8.18965E-02
-4.0000E-10,8.33613E-02
-3.0000E-10,8.53145E-02
-2.0000E-10,8.72676E-02
-1.0000E-10,8.97090E-02
4.0000E-24,9.16621E-02
1.0000E-10,9.41035E-02
2.0000E-10,9.65449E-02
3.0000E-10,9.84980E-02
4.0000E-10,1.00451E-01
5.0000E-10,1.02404E-01
6.0000E-10,1.04357E-01
7.0000E-10,1.05822E-01
8.0000E-10,1.07775E-01
9.0000E-10,1.09240E-01
1.0000E-09,1.10705E-01
1.1000E-09,1.12658E-01
1.2000E-09,1.14123E-01
1.3000E-09,1.16076E-01
1.4000E-09,1.18029E-01
1.5000E-09,1.19982E-01
1.6000E-09,1.21936E-01
1.7000E-09,1.23400E-01
1.8000E-09,1.24377E-01
1.9000E-09,1.25354E-01
2.0000E-09,1.26330E-01
2.1000E-09,1.27307E-01
2.2000E-09,1.28283E-01
2.3000E-09,1.29748E-01
2.4000E-09,1.30725E-01
2.5000E-09,1.31701E-01
2.6000E-09,1.32678E-01
2.7000E-09,1.33654E-01
2.8000E-09,1.34143E-01
2.9000E-09,1.35119E-01
3.0000E-09,1.36096E-01
3.1000E-09,1.37561E-01
3.2000E-09,1.38537E-01
3.3000E-09,1.39514E-01
3.4000E-09,1.40490E-01
3.5000E-09,1.40979E-01
3.6000E-09,1.41467E-01
3.7000E-09,1.41955E-01
3.8000E-09,1.42443E-01
3.9000E-09,1.42932E-01
4.0000E-09,1.43908E-01
4.1000E-09,1.44396E-01
4.2000E-09,1.44885E-01
4.3000E-09,1.45373E-01
4.4000E-09,1.45861E-01
4.5000E-09,1.46350E-01
4.6000E-09,1.46838E-01
4.7000E-09,1.47326E-01
4.8000E-09,1.47814E-01
4.9000E-09,1.48303E-01
5.0000E-09,1.48791E-01
5.1000E-09,1.49279E-01
5.2000E-09,1.49768E-01
5.3000E-09,1.50256E-01
5.4000E-09,1.51232E-01
5.5000E-09,1.51721E-01
5.6000E-09,1.52209E-01
5.7000E-09,1.52697E-01
5.8000E-09,1.52697E-01
5.9000E-09,1.52697E-01
6.0000E-09,1.52697E-01
6.1000E-09,1.53186E-01
6.2000E-09,1.53674E-01
6.3000E-09,1.54162E-01
6.4000E-09,1.54650E-01
6.5000E-09,1.55139E-01
6.6000E-09,1.55139E-01
6.7000E-09,1.55139E-01
6.8000E-09,1.55139E-01
6.9000E-09,1.55139E-01
7.0000E-09,1.55627E-01
7.1000E-09,1.56115E-01
7.2000E-09,1.56604E-01
7.3000E-09,1.57580E-01
7.4000E-09,1.58068E-01
7.5000E-09,1.58557E-01
7.6000E-09,1.59045E-01
7.7000E-09,1.59533E-01
7.8000E-09,1.60021E-01
7.9000E-09,1.60021E-01
8.0000E-09,1.60021E-01
8.1000E-09,1.60021E-01
8.2000E-09,1.59533E-01
8.3000E-09,1.59533E-01
8.4000E-09,1.59045E-01
8.5000E-09,1.59045E-01
8.6000E-09,1.59533E-01
8.7000E-09,1.60021E-01
8.8000E-09,1.60510E-01
8.9000E-09,1.60998E-01
9.0000E-09,1.61486E-01
9.1000E-09,1.61486E-01
9.2000E-09,1.61486E-01
9.3000E-09,1.61486E-01
9.4000E-09,1.61486E-01
9.5000E-09,1.61975E-01
9.6000E-09,1.62463E-01
9.7000E-09,1.62951E-01
9.8000E-09,1.63439E-01
9.9000E-09,1.63439E-01
1.0000E-08,1.63439E-01
1.0100E-08,1.63439E-01
1.0200E-08,1.63439E-01
1.0300E-08,1.63928E-01
1.0400E-08,1.63928E-01
1.0500E-08,1.64416E-01
1.0600E-08,1.64416E-01
1.0700E-08,1.64904E-01
1.0800E-08,1.64416E-01
1.0900E-08,1.64416E-01
1.1000E-08,1.64416E-01
1.1100E-08,1.63928E-01
1.1200E-08,1.63928E-01
1.1300E-08,1.63928E-01
1.1400E-08,1.63928E-01
1.1500E-08,1.63439E-01
1.1600E-08,1.63439E-01
1.1700E-08,1.62951E-01
1.1800E-08,1.62951E-01
1.1900E-08,1.62951E-01
1.2000E-08,1.62951E-01
1.2100E-08,1.63439E-01
1.2200E-08,1.63928E-01
1.2300E-08,1.64416E-01
1.2400E-08,1.64416E-01
1.2500E-08,1.64416E-01
1.2600E-08,1.63928E-01
1.2700E-08,1.63439E-01
1.2800E-08,1.62951E-01
1.2900E-08,1.62463E-01
1.3000E-08,1.62463E-01
1.3100E-08,1.62951E-01
1.3200E-08,1.62951E-01
1.3300E-08,1.62951E-01
1.3400E-08,1.62951E-01
1.3500E-08,1.62463E-01
1.3600E-08,1.61975E-01
1.3700E-08,1.61486E-01
1.3800E-08,1.61486E-01
1.3900E-08,1.61486E-01
1.4000E-08,1.61486E-01
1.4100E-08,1.61486E-01
1.4200E-08,1.60998E-01
1.4300E-08,1.60510E-01
1.4400E-08,1.59533E-01
1.4500E-08,1.58068E-01
1.4600E-08,1.57092E-01
1.4700E-08,1.56115E-01
1.4800E-08,1.55139E-01
1.4900E-08,1.54650E-01
1.5000E-08,1.54162E-01
1.5100E-08,1.53674E-01
