in s,C1 in V
1.2300E-08,6.61242E-02
1.2400E-08,6.59289E-02
1.2500E-08,6.57336E-02
1.2600E-08,6.57336E-02
1.2700E-08,6.59289E-02
1.2800E-08,6.59289E-02
1.2900E-08,6.59289E-02
1.3000E-08,6.57336E-02
1.3100E-08,6.55383E-02
1.3200E-08,6.51477E-02
1.3300E-08,6.47570E-02
1.3400E-08,6.45617E-02
1.3500E-08,6.41711E-02
1.3600E-08,6.41711E-02
1.3700E-08,6.41711E-02
1.3800E-08,6.41711E-02
1.3900E-08,6.41711E-02
1.4000E-08,6.39758E-02
1.4100E-08,6.37805E-02
1.4200E-08,6.33898E-02
1.4300E-08,6.28039E-02
1.4400E-08,6.24133E-02
1.4500E-08,6.20227E-02
1.4600E-08,6.18273E-02
1.4700E-08,6.16320E-02
1.4800E-08,6.12414E-02
1.4900E-08,6.08508E-02
1.5000E-08,6.04602E-02
1.5100E-08,5.96789E-02
1.5200E-08,5.88977E-02
1.5300E-08,5.79211E-02
1.5400E-08,5.71398E-02
1.5500E-08,5.61633E-02
1.5600E-08,5.51867E-02
1.5700E-08,5.42102E-02
1.5800E-08,5.34289E-02
1.5900E-08,5.24523E-02
1.6000E-08,5.14758E-02
1.6100E-08,5.04992E-02
1.6200E-08,4.95227E-02
1.6300E-08,4.83508E-02
1.6400E-08,4.71789E-02
1.6500E-08,4.58117E-02
1.6600E-08,4.44445E-02
1.6700E-08,4.28820E-02
1.6800E-08,4.11242E-02
1.6900E-08,3.93664E-02
1.7000E-08,3.78039E-02
1.7100E-08,3.62414E-02
1.7200E-08,3.48742E-02
1.7300E-08,3.37023E-02
1.7400E-08,3.25305E-02
1.7500E-08,3.11633E-02
1.7600E-08,2.96008E-02
1.7700E-08,2.78430E-02
1.7800E-08,2.58898E-02
1.7900E-08,2.37414E-02
1.8000E-08,2.15930E-02
1.8100E-08,1.96398E-02
1.8200E-08,1.78820E-02
1.8300E-08,1.63195E-02
1.8400E-08,1.49523E-02
1.8500E-08,1.35852E-02
1.8600E-08,1.22180E-02
1.8700E-08,1.06555E-02
1.8800E-08,9.09297E-03
1.8900E-08,7.33516E-03
1.9000E-08,5.77266E-03
1.9100E-08,4.01484E-03
1.9200E-08,2.45234E-03
1.9300E-08,8.89844E-04
1.9400E-08,-6.72656E-04
1.9500E-08,-2.23516E-03
1.9600E-08,-3.79766E-03
1.9700E-08,-5.36016E-03
1.9800E-08,-6.92266E-03
1.9900E-08,-8.68047E-03
2.0000E-08,-1.02430E-02
2.0100E-08,-1.18055E-02
2.0200E-08,-1.33680E-02
2.0300E-08,-1.47352E-02
2.0400E-08,-1.61023E-02
2.0500E-08,-1.74695E-02
2.0600E-08,-1.86414E-02
2.0700E-08,-2.00086E-02
